lon,lat,RR
-90.9108,15.45,0
-90.9108,15.5,0
-90.9108,15.55,1
-90.9108,15.6,0.1
-90.9108,15.65,0
-90.9108,15.7,0
-90.9108,15.75,0
-90.9108,15.8,0
-90.9108,15.85,0
-90.9108,15.9,0
-90.9108,15.95,1
-90.9108,16,0
-90.9108,16.05,0
-90.9108,16.1,0
-90.9108,16.15,0
-90.9108,17,0.4
-90.9108,17.05,0.5
-90.9108,17.1,0.6
-90.9108,17.15,0.6
-90.9108,17.2,0.6
-90.9108,17.25,0.7
-90.9108,17.3,0.6
-90.9108,17.35,0.7
-90.9108,17.4,0.6
-90.9108,17.45,0.7
-90.9108,17.5,0.7
-90.9108,17.55,0.7
-90.9108,17.6,0.7
-90.9108,17.65,0.7
-90.9108,17.7,0.7
-90.9108,17.75,0.9
-90.9108,17.8,0.9
-90.9108,17.85,0.9
-90.8608,13.9,0
-90.8608,13.95,0
-90.8608,14,0
-90.8608,14.05,0
-90.8608,14.1,0
-90.8608,14.15,0
-90.8608,14.2,0
-90.8608,14.25,0.3
-90.8608,14.3,0.2
-90.8608,14.35,0
-90.8608,14.4,0.3
-90.8608,14.45,0.7
-90.8608,14.5,0
-90.8608,14.55,0
-90.8608,14.6,0
-90.8608,14.65,0
-90.8608,14.7,0
-90.8608,14.75,0
-90.8608,14.8,0
-90.8608,14.85,0.2
-90.8608,14.9,0.1
-90.8608,14.95,0.7
-90.8608,15,0.8
-90.8608,15.05,0.6
-90.8608,15.1,0
-90.8608,15.15,0.6
-90.8608,15.2,0.4
-90.8608,15.25,0.3
-90.8608,15.3,0
-90.8608,15.35,0
-90.8608,15.4,0
-90.8608,15.45,0.1
-90.8608,15.5,0.1
-90.8608,15.55,0.1
-90.8608,15.6,0.1
-90.8608,15.65,0
-90.8608,15.7,0
-90.8608,15.75,0
-90.8608,15.8,0
-90.8608,15.85,0
-90.8608,15.9,0
-90.8608,15.95,0
-90.8608,16,0
-90.8608,16.05,0
-90.8608,16.1,0
-90.8608,16.15,0
-90.8608,16.95,0.4
-90.8608,17,0.3
-90.8608,17.05,0.5
-90.8608,17.1,0.5
-90.8608,17.15,0.6
-90.8608,17.2,0.7
-90.8608,17.25,0.7
-90.8608,17.3,0.7
-90.8608,17.35,0.8
-90.8608,17.4,0.8
-90.8608,17.45,0.9
-90.8608,17.5,0.7
-90.8608,17.55,0.7
-90.8608,17.6,0.7
-90.8608,17.65,0.7
-90.8608,17.7,0.7
-90.8608,17.75,0.9
-90.8608,17.8,1
-90.8608,17.85,0.4
-90.8108,13.9,0
-90.8108,13.95,0
-90.8108,14,0
-90.8108,14.05,0
-90.8108,14.1,0
-90.8108,14.15,0
-90.8108,14.2,0
-90.8108,14.25,0.3
-90.8108,14.3,0
-90.8108,14.35,0
-90.8108,14.4,0.3
-90.8108,14.45,0.7
-90.8108,14.5,0.1
-90.8108,14.55,0.2
-90.8108,14.6,0
-90.8108,14.65,0
-90.8108,14.7,0
-90.8108,14.75,0.4
-90.8108,14.8,0
-90.8108,14.85,0.1
-90.8108,14.9,0.1
-90.8108,14.95,0.5
-90.8108,15,0.5
-90.8108,15.05,0.2
-90.8108,15.1,0
-90.8108,15.15,0
-90.8108,15.2,0.9
-90.8108,15.25,0
-90.8108,15.3,0
-90.8108,15.35,0
-90.8108,15.4,0.4
-90.8108,15.45,0.1
-90.8108,15.5,0.1
-90.8108,15.55,0.1
-90.8108,15.6,0
-90.8108,15.65,0
-90.8108,15.7,0
-90.8108,15.75,0
-90.8108,15.8,0
-90.8108,15.85,0
-90.8108,15.9,0
-90.8108,15.95,0
-90.8108,16,0
-90.8108,16.05,0
-90.8108,16.1,0
-90.8108,16.15,0
-90.8108,16.95,0.4
-90.8108,17,0.4
-90.8108,17.05,0.5
-90.8108,17.1,0.5
-90.8108,17.15,0.5
-90.8108,17.2,0.7
-90.8108,17.25,0.7
-90.8108,17.3,0.7
-90.8108,17.35,0.8
-90.8108,17.4,0.9
-90.8108,17.45,0.9
-90.8108,17.5,0.8
-90.8108,17.55,0.7
-90.8108,17.6,0.6
-90.8108,17.65,0.8
-90.8108,17.7,0.8
-90.8108,17.75,1
-90.8108,17.8,0.9
-90.8108,17.85,0.4
-90.7608,13.9,0
-90.7608,13.95,0
-90.7608,14,0
-90.7608,14.05,0
-90.7608,14.1,0
-90.7608,14.15,0
-90.7608,14.2,0
-90.7608,14.25,0.8
-90.7608,14.3,0.6
-90.7608,14.35,0.9
-90.7608,14.4,0
-90.7608,14.45,0
-90.7608,14.5,0
-90.7608,14.55,0.2
-90.7608,14.6,0.3
-90.7608,14.65,0
-90.7608,14.7,0
-90.7608,14.75,0.5
-90.7608,14.8,0
-90.7608,14.85,0.1
-90.7608,14.9,0.4
-90.7608,14.95,0.7
-90.7608,15,0.7
-90.7608,15.05,0.7
-90.7608,15.1,0
-90.7608,15.15,0.1
-90.7608,15.2,0.4
-90.7608,15.25,0.2
-90.7608,15.3,0.4
-90.7608,15.35,0
-90.7608,15.4,0.6
-90.7608,15.45,0.3
-90.7608,15.5,0.9
-90.7608,15.55,0.1
-90.7608,15.6,0
-90.7608,15.65,0
-90.7608,15.7,0
-90.7608,15.75,0
-90.7608,15.8,0
-90.7608,15.85,0
-90.7608,15.9,0
-90.7608,15.95,1
-90.7608,16,1
-90.7608,16.05,1
-90.7608,16.1,1
-90.7608,16.15,0
-90.7608,16.9,0.4
-90.7608,16.95,0.4
-90.7608,17,0.5
-90.7608,17.05,0.5
-90.7608,17.1,0.5
-90.7608,17.15,0.7
-90.7608,17.2,0.7
-90.7608,17.25,0.7
-90.7608,17.3,0.9
-90.7608,17.35,0.9
-90.7608,17.4,0.9
-90.7608,17.45,0.9
-90.7608,17.5,0.7
-90.7608,17.55,0.8
-90.7608,17.6,0.6
-90.7608,17.65,0.8
-90.7608,17.7,0.8
-90.7608,17.75,0.9
-90.7608,17.8,0.8
-90.7608,17.85,0.9
-90.7108,13.9,0
-90.7108,13.95,0
-90.7108,14,0
-90.7108,14.05,0
-90.7108,14.1,0
-90.7108,14.15,0
-90.7108,14.2,0
-90.7108,14.25,0
-90.7108,14.3,0
-90.7108,14.35,0
-90.7108,14.4,0
-90.7108,14.45,0
-90.7108,14.5,0.1
-90.7108,14.55,0
-90.7108,14.6,0
-90.7108,14.65,0
-90.7108,14.7,0
-90.7108,14.75,0
-90.7108,14.8,0.3
-90.7108,14.85,0.3
-90.7108,14.9,0.6
-90.7108,14.95,0.8
-90.7108,15,0.2
-90.7108,15.05,0
-90.7108,15.1,0
-90.7108,15.15,0.8
-90.7108,15.2,0.5
-90.7108,15.25,0.2
-90.7108,15.3,0
-90.7108,15.35,0.1
-90.7108,15.4,0.5
-90.7108,15.45,0
-90.7108,15.5,0.1
-90.7108,15.55,0.1
-90.7108,15.6,0
-90.7108,15.65,0
-90.7108,15.7,0
-90.7108,15.75,0
-90.7108,15.8,0
-90.7108,15.85,0
-90.7108,15.9,0
-90.7108,15.95,0
-90.7108,16,1
-90.7108,16.05,1
-90.7108,16.1,0
-90.7108,16.15,0
-90.7108,16.85,0.5
-90.7108,16.9,0.4
-90.7108,16.95,0.4
-90.7108,17,0.6
-90.7108,17.05,0.5
-90.7108,17.1,0.7
-90.7108,17.15,0.6
-90.7108,17.2,0.7
-90.7108,17.25,0.7
-90.7108,17.3,0.8
-90.7108,17.35,0.8
-90.7108,17.4,0.7
-90.7108,17.45,0.9
-90.7108,17.5,0.8
-90.7108,17.55,0.8
-90.7108,17.6,0.7
-90.7108,17.65,0.8
-90.7108,17.7,0.8
-90.7108,17.75,0.9
-90.7108,17.8,0.9
-90.7108,17.85,0.9
-90.6608,13.9,0.2
-90.6608,13.95,0.1
-90.6608,14,0
-90.6608,14.05,0
-90.6608,14.1,0
-90.6608,14.15,0
-90.6608,14.2,0
-90.6608,14.25,0
-90.6608,14.3,0
-90.6608,14.35,0
-90.6608,14.4,0.1
-90.6608,14.45,0
-90.6608,14.5,0.4
-90.6608,14.55,0.1
-90.6608,14.6,0
-90.6608,14.65,0
-90.6608,14.7,0
-90.6608,14.75,0.2
-90.6608,14.8,0.9
-90.6608,14.85,0.6
-90.6608,14.9,0.8
-90.6608,14.95,0.6
-90.6608,15,0.9
-90.6608,15.05,0.1
-90.6608,15.1,0.1
-90.6608,15.15,0.6
-90.6608,15.2,0.7
-90.6608,15.25,0.3
-90.6608,15.3,0.2
-90.6608,15.35,1
-90.6608,15.4,0
-90.6608,15.45,0.2
-90.6608,15.5,0
-90.6608,15.55,0
-90.6608,15.6,0
-90.6608,15.65,0
-90.6608,15.7,0
-90.6608,15.75,0
-90.6608,15.8,0
-90.6608,15.85,0
-90.6608,15.9,0
-90.6608,15.95,0
-90.6608,16,1
-90.6608,16.05,1
-90.6608,16.1,0
-90.6608,16.15,0.1
-90.6608,16.75,0.5
-90.6608,16.8,0.5
-90.6608,16.85,0.5
-90.6608,16.9,0.4
-90.6608,16.95,0.5
-90.6608,17,0.6
-90.6608,17.05,0.7
-90.6608,17.1,0.6
-90.6608,17.15,0.6
-90.6608,17.2,0.6
-90.6608,17.25,0.7
-90.6608,17.3,0.7
-90.6608,17.35,0.9
-90.6608,17.4,0.8
-90.6608,17.45,0.8
-90.6608,17.5,0.8
-90.6608,17.55,0.8
-90.6608,17.6,0.7
-90.6608,17.65,0.7
-90.6608,17.7,0.8
-90.6608,17.75,0.8
-90.6608,17.8,0.8
-90.6608,17.85,0.8
-90.6108,13.9,0.2
-90.6108,13.95,0
-90.6108,14,0
-90.6108,14.05,0
-90.6108,14.1,0
-90.6108,14.15,0
-90.6108,14.2,0
-90.6108,14.25,0
-90.6108,14.3,0
-90.6108,14.35,0.1
-90.6108,14.4,0
-90.6108,14.45,0.1
-90.6108,14.5,0.4
-90.6108,14.55,0.5
-90.6108,14.6,0.6
-90.6108,14.65,0.1
-90.6108,14.7,0
-90.6108,14.75,0
-90.6108,14.8,0.5
-90.6108,14.85,0.4
-90.6108,14.9,0.9
-90.6108,14.95,0.6
-90.6108,15,0
-90.6108,15.05,0
-90.6108,15.1,0.8
-90.6108,15.15,0.7
-90.6108,15.2,0.7
-90.6108,15.25,0
-90.6108,15.3,0.4
-90.6108,15.35,0.9
-90.6108,15.4,0.1
-90.6108,15.45,0.4
-90.6108,15.5,0.8
-90.6108,15.55,0
-90.6108,15.6,0
-90.6108,15.65,0
-90.6108,15.7,0
-90.6108,15.75,0
-90.6108,15.8,0
-90.6108,15.85,0
-90.6108,15.9,0
-90.6108,15.95,1
-90.6108,16,1
-90.6108,16.05,1
-90.6108,16.1,0
-90.6108,16.15,0
-90.6108,16.65,0.5
-90.6108,16.7,0.5
-90.6108,16.75,0.5
-90.6108,16.8,0.5
-90.6108,16.85,0.5
-90.6108,16.9,0.4
-90.6108,16.95,0.4
-90.6108,17,0.6
-90.6108,17.05,0.7
-90.6108,17.1,0.7
-90.6108,17.15,0.7
-90.6108,17.2,0.7
-90.6108,17.25,0.8
-90.6108,17.3,0.7
-90.6108,17.35,0.7
-90.6108,17.4,0.8
-90.6108,17.45,0.9
-90.6108,17.5,0.9
-90.6108,17.55,0.9
-90.6108,17.6,0.7
-90.6108,17.65,0.8
-90.6108,17.7,0.8
-90.6108,17.75,0.8
-90.6108,17.8,0.8
-90.6108,17.85,0.9
-90.5608,13.9,0.1
-90.5608,13.95,0
-90.5608,14,0
-90.5608,14.05,0
-90.5608,14.1,0
-90.5608,14.15,0
-90.5608,14.2,0
-90.5608,14.25,0
-90.5608,14.3,0
-90.5608,14.35,0
-90.5608,14.4,0.3
-90.5608,14.45,0
-90.5608,14.5,0.1
-90.5608,14.55,0.2
-90.5608,14.6,0.6
-90.5608,14.65,0.4
-90.5608,14.7,0.7
-90.5608,14.75,0.2
-90.5608,14.8,0.8
-90.5608,14.85,0.6
-90.5608,14.9,0.9
-90.5608,14.95,0.4
-90.5608,15,0.8
-90.5608,15.05,0
-90.5608,15.1,1
-90.5608,15.15,0.7
-90.5608,15.2,0.5
-90.5608,15.25,0
-90.5608,15.3,0.5
-90.5608,15.35,0.7
-90.5608,15.4,0.1
-90.5608,15.45,0.8
-90.5608,15.5,0.6
-90.5608,15.55,0.5
-90.5608,15.6,0
-90.5608,15.65,0
-90.5608,15.7,0
-90.5608,15.75,0
-90.5608,15.8,0
-90.5608,15.85,0
-90.5608,15.9,1
-90.5608,15.95,1
-90.5608,16,1
-90.5608,16.05,1
-90.5608,16.1,1
-90.5608,16.15,1
-90.5608,16.65,0.6
-90.5608,16.7,0.5
-90.5608,16.75,0.5
-90.5608,16.8,0.5
-90.5608,16.85,0.5
-90.5608,16.9,0.5
-90.5608,16.95,0.4
-90.5608,17,0.6
-90.5608,17.05,0.6
-90.5608,17.1,0.6
-90.5608,17.15,0.7
-90.5608,17.2,0.7
-90.5608,17.25,0.7
-90.5608,17.3,0.6
-90.5608,17.35,0.8
-90.5608,17.4,0.8
-90.5608,17.45,0.8
-90.5608,17.5,0.9
-90.5608,17.55,0.9
-90.5608,17.6,0.9
-90.5608,17.65,0.9
-90.5608,17.7,0.9
-90.5608,17.75,0.8
-90.5608,17.8,0.8
-90.5608,17.85,0.9
-90.5108,13.9,0.1
-90.5108,13.95,0
-90.5108,14,0
-90.5108,14.05,0
-90.5108,14.1,0
-90.5108,14.15,0
-90.5108,14.2,1
-90.5108,14.25,0
-90.5108,14.3,0
-90.5108,14.35,0
-90.5108,14.4,0
-90.5108,14.45,0.2
-90.5108,14.5,0.1
-90.5108,14.55,0.2
-90.5108,14.6,0.5
-90.5108,14.65,0.4
-90.5108,14.7,0.1
-90.5108,14.75,0.1
-90.5108,14.8,0.3
-90.5108,14.85,0.3
-90.5108,14.9,0.8
-90.5108,14.95,0.8
-90.5108,15,0.4
-90.5108,15.05,0
-90.5108,15.1,0.9
-90.5108,15.15,0.6
-90.5108,15.2,0.3
-90.5108,15.25,0.1
-90.5108,15.3,0
-90.5108,15.35,0.9
-90.5108,15.4,0.8
-90.5108,15.45,0.4
-90.5108,15.5,0.5
-90.5108,15.55,0.5
-90.5108,15.6,0.9
-90.5108,15.65,0
-90.5108,15.7,0
-90.5108,15.75,0
-90.5108,15.8,0
-90.5108,15.85,0
-90.5108,15.9,0
-90.5108,15.95,1
-90.5108,16,1
-90.5108,16.05,1
-90.5108,16.1,0.9
-90.5108,16.15,0.9
-90.5108,16.6,0.5
-90.5108,16.65,0.5
-90.5108,16.7,0.4
-90.5108,16.75,0.5
-90.5108,16.8,0.4
-90.5108,16.85,0.4
-90.5108,16.9,0.5
-90.5108,16.95,0.5
-90.5108,17,0.6
-90.5108,17.05,0.7
-90.5108,17.1,0.7
-90.5108,17.15,0.7
-90.5108,17.2,0.8
-90.5108,17.25,0.8
-90.5108,17.3,0.8
-90.5108,17.35,0.9
-90.5108,17.4,0.9
-90.5108,17.45,0.9
-90.5108,17.5,0.9
-90.5108,17.55,0.9
-90.5108,17.6,0.9
-90.5108,17.65,0.9
-90.5108,17.7,0.9
-90.5108,17.75,1
-90.5108,17.8,0.9
-90.5108,17.85,0.5
-90.4608,13.85,0.3
-90.4608,13.9,0.1
-90.4608,13.95,0
-90.4608,14,0
-90.4608,14.05,0
-90.4608,14.1,0
-90.4608,14.15,0
-90.4608,14.2,0
-90.4608,14.25,0
-90.4608,14.3,0
-90.4608,14.35,0
-90.4608,14.4,0
-90.4608,14.45,0.2
-90.4608,14.5,0
-90.4608,14.55,0
-90.4608,14.6,0
-90.4608,14.65,0.3
-90.4608,14.7,0.4
-90.4608,14.75,0.2
-90.4608,14.8,0.2
-90.4608,14.85,0.7
-90.4608,14.9,0.8
-90.4608,14.95,0.8
-90.4608,15,0.9
-90.4608,15.05,0
-90.4608,15.1,0.7
-90.4608,15.15,0.7
-90.4608,15.2,0.2
-90.4608,15.25,0
-90.4608,15.3,0.6
-90.4608,15.35,0
-90.4608,15.4,0.1
-90.4608,15.45,0.1
-90.4608,15.5,0
-90.4608,15.55,0.4
-90.4608,15.6,0.8
-90.4608,15.65,1
-90.4608,15.7,0
-90.4608,15.75,0
-90.4608,15.8,0
-90.4608,15.85,0
-90.4608,15.9,0
-90.4608,15.95,1
-90.4608,16,1
-90.4608,16.05,1
-90.4608,16.1,0.9
-90.4608,16.15,0.9
-90.4608,16.55,0.5
-90.4608,16.6,0.6
-90.4608,16.65,0.6
-90.4608,16.7,0.5
-90.4608,16.75,0.4
-90.4608,16.8,0.5
-90.4608,16.85,0.5
-90.4608,16.9,0.6
-90.4608,16.95,0.5
-90.4608,17,0.6
-90.4608,17.05,0.6
-90.4608,17.1,0.5
-90.4608,17.15,0.8
-90.4608,17.2,0.8
-90.4608,17.25,0.8
-90.4608,17.3,0.8
-90.4608,17.35,0.9
-90.4608,17.4,1
-90.4608,17.45,1
-90.4608,17.5,0.9
-90.4608,17.55,0.9
-90.4608,17.6,0.9
-90.4608,17.65,0.9
-90.4608,17.7,0.9
-90.4608,17.75,0.4
-90.4608,17.8,0.5
-90.4608,17.85,0.5
-90.4108,13.85,0.1
-90.4108,13.9,0.1
-90.4108,13.95,0
-90.4108,14,0
-90.4108,14.05,0
-90.4108,14.1,0
-90.4108,14.15,0.3
-90.4108,14.2,0
-90.4108,14.25,0.4
-90.4108,14.3,0
-90.4108,14.35,0
-90.4108,14.4,0.1
-90.4108,14.45,0.7
-90.4108,14.5,0.1
-90.4108,14.55,0.1
-90.4108,14.6,0.1
-90.4108,14.65,0.2
-90.4108,14.7,0.1
-90.4108,14.75,0.1
-90.4108,14.8,0.3
-90.4108,14.85,0.7
-90.4108,14.9,0.7
-90.4108,14.95,0.9
-90.4108,15,0.5
-90.4108,15.05,0
-90.4108,15.1,0.3
-90.4108,15.15,0.4
-90.4108,15.2,0.2
-90.4108,15.25,0.1
-90.4108,15.3,0.1
-90.4108,15.35,0.6
-90.4108,15.4,0
-90.4108,15.45,0
-90.4108,15.5,0.1
-90.4108,15.55,0.2
-90.4108,15.6,0.1
-90.4108,15.65,1
-90.4108,15.7,0
-90.4108,15.75,0
-90.4108,15.8,0
-90.4108,15.85,0
-90.4108,15.9,0
-90.4108,15.95,0
-90.4108,16,0
-90.4108,16.05,1
-90.4108,16.1,1
-90.4108,16.15,1
-90.4108,16.2,1
-90.4108,16.25,0.1
-90.4108,16.3,0.1
-90.4108,16.35,0.1
-90.4108,16.4,0.2
-90.4108,16.55,0.5
-90.4108,16.6,0.5
-90.4108,16.65,0.4
-90.4108,16.7,0.5
-90.4108,16.75,0.4
-90.4108,16.8,0.4
-90.4108,16.85,0.4
-90.4108,16.9,0.5
-90.4108,16.95,0.5
-90.4108,17,0.6
-90.4108,17.05,0.6
-90.4108,17.1,0.7
-90.4108,17.15,0.7
-90.4108,17.2,0.7
-90.4108,17.25,0.9
-90.4108,17.3,0.9
-90.4108,17.35,1
-90.4108,17.4,1
-90.4108,17.45,0.9
-90.4108,17.5,0.9
-90.4108,17.55,0.8
-90.4108,17.6,0.9
-90.4108,17.65,0.5
-90.4108,17.7,1
-90.4108,17.75,0.5
-90.4108,17.8,0.5
-90.4108,17.85,0.6
-90.3608,13.85,0.1
-90.3608,13.9,0.1
-90.3608,13.95,0
-90.3608,14,0
-90.3608,14.05,0
-90.3608,14.1,0
-90.3608,14.15,0
-90.3608,14.2,0
-90.3608,14.25,0
-90.3608,14.3,0
-90.3608,14.35,0
-90.3608,14.4,0
-90.3608,14.45,0
-90.3608,14.5,0.3
-90.3608,14.55,0.1
-90.3608,14.6,0.1
-90.3608,14.65,0.2
-90.3608,14.7,0.2
-90.3608,14.75,0.4
-90.3608,14.8,0.5
-90.3608,14.85,0.5
-90.3608,14.9,0.9
-90.3608,14.95,0.3
-90.3608,15,0.4
-90.3608,15.05,0
-90.3608,15.1,0
-90.3608,15.15,0.3
-90.3608,15.2,0
-90.3608,15.25,0.1
-90.3608,15.3,0
-90.3608,15.35,0.6
-90.3608,15.4,0.2
-90.3608,15.45,0
-90.3608,15.5,0.1
-90.3608,15.55,0.1
-90.3608,15.6,0.1
-90.3608,15.65,1
-90.3608,15.7,0
-90.3608,15.75,0
-90.3608,15.8,0
-90.3608,15.85,0
-90.3608,15.9,0
-90.3608,15.95,0
-90.3608,16,0
-90.3608,16.05,0
-90.3608,16.1,0
-90.3608,16.15,0.1
-90.3608,16.2,0
-90.3608,16.25,0.1
-90.3608,16.3,0.1
-90.3608,16.35,0.2
-90.3608,16.4,0.2
-90.3608,16.45,0.2
-90.3608,16.5,0.3
-90.3608,16.55,0.5
-90.3608,16.6,0.4
-90.3608,16.65,0.4
-90.3608,16.7,0.4
-90.3608,16.75,0.3
-90.3608,16.8,0.3
-90.3608,16.85,0.3
-90.3608,16.9,0.4
-90.3608,16.95,0.4
-90.3608,17,0.5
-90.3608,17.05,0.6
-90.3608,17.1,0.8
-90.3608,17.15,0.7
-90.3608,17.2,0.7
-90.3608,17.25,0.9
-90.3608,17.3,0.8
-90.3608,17.35,0.9
-90.3608,17.4,0.9
-90.3608,17.45,1
-90.3608,17.5,0.9
-90.3608,17.55,0.4
-90.3608,17.6,0.5
-90.3608,17.65,0.5
-90.3608,17.7,0.5
-90.3608,17.75,0.5
-90.3608,17.8,0.5
-90.3608,17.85,0.5
-90.3108,13.8,0.3
-90.3108,13.85,0.1
-90.3108,13.9,0.1
-90.3108,13.95,0
-90.3108,14,0
-90.3108,14.05,0
-90.3108,14.1,0
-90.3108,14.15,0
-90.3108,14.2,0
-90.3108,14.25,0
-90.3108,14.3,0
-90.3108,14.35,0
-90.3108,14.4,0
-90.3108,14.45,0.1
-90.3108,14.5,0.2
-90.3108,14.55,0.2
-90.3108,14.6,0.2
-90.3108,14.65,0.2
-90.3108,14.7,0.3
-90.3108,14.75,0.4
-90.3108,14.8,0.6
-90.3108,14.85,0.5
-90.3108,14.9,1
-90.3108,14.95,0.9
-90.3108,15,0.8
-90.3108,15.05,0.1
-90.3108,15.1,0.4
-90.3108,15.15,0.2
-90.3108,15.2,0
-90.3108,15.25,0
-90.3108,15.3,1
-90.3108,15.35,0.7
-90.3108,15.4,0.4
-90.3108,15.45,0.3
-90.3108,15.5,0.3
-90.3108,15.55,0.1
-90.3108,15.6,0.1
-90.3108,15.65,0.9
-90.3108,15.7,0.1
-90.3108,15.75,0
-90.3108,15.8,0
-90.3108,15.85,0
-90.3108,15.9,0
-90.3108,15.95,0
-90.3108,16,0.1
-90.3108,16.05,0.1
-90.3108,16.1,0.1
-90.3108,16.15,0.1
-90.3108,16.2,0.1
-90.3108,16.25,0.2
-90.3108,16.3,0.2
-90.3108,16.35,0.2
-90.3108,16.4,0.2
-90.3108,16.45,0.2
-90.3108,16.5,0.3
-90.3108,16.55,0.3
-90.3108,16.6,0.4
-90.3108,16.65,0.4
-90.3108,16.7,0.3
-90.3108,16.75,0.4
-90.3108,16.8,0.3
-90.3108,16.85,0.3
-90.3108,16.9,0.4
-90.3108,16.95,0.5
-90.3108,17,0.5
-90.3108,17.05,0.5
-90.3108,17.1,0.6
-90.3108,17.15,0.8
-90.3108,17.2,0.8
-90.3108,17.25,0.8
-90.3108,17.3,0.8
-90.3108,17.35,0.9
-90.3108,17.4,0.9
-90.3108,17.45,0.9
-90.3108,17.5,0.9
-90.3108,17.55,0.4
-90.3108,17.6,0.5
-90.3108,17.65,0.5
-90.3108,17.7,0.5
-90.3108,17.75,0.5
-90.3108,17.8,0.5
-90.3108,17.85,0.5
-90.2608,13.8,0
-90.2608,13.85,0
-90.2608,13.9,0
-90.2608,13.95,0
-90.2608,14,0
-90.2608,14.05,0
-90.2608,14.1,0
-90.2608,14.15,0
-90.2608,14.2,0
-90.2608,14.25,0
-90.2608,14.3,0
-90.2608,14.35,0.9
-90.2608,14.4,0.1
-90.2608,14.45,0.1
-90.2608,14.5,0.2
-90.2608,14.55,0.2
-90.2608,14.6,0.1
-90.2608,14.65,0.3
-90.2608,14.7,0.2
-90.2608,14.75,0.5
-90.2608,14.8,0.4
-90.2608,14.85,0.5
-90.2608,14.9,0.9
-90.2608,14.95,0.5
-90.2608,15,0.3
-90.2608,15.05,0
-90.2608,15.1,0.1
-90.2608,15.15,0
-90.2608,15.2,0.3
-90.2608,15.25,0.1
-90.2608,15.3,0.8
-90.2608,15.35,0.9
-90.2608,15.4,0.5
-90.2608,15.45,0.4
-90.2608,15.5,0.3
-90.2608,15.55,0.1
-90.2608,15.6,0.1
-90.2608,15.65,0.4
-90.2608,15.7,0.2
-90.2608,15.75,0
-90.2608,15.8,0
-90.2608,15.85,0
-90.2608,15.9,1
-90.2608,15.95,0
-90.2608,16,0
-90.2608,16.05,1
-90.2608,16.1,1
-90.2608,16.15,1
-90.2608,16.2,1
-90.2608,16.25,1
-90.2608,16.3,1
-90.2608,16.35,1
-90.2608,16.4,1
-90.2608,16.45,1
-90.2608,16.5,0.2
-90.2608,16.55,0.3
-90.2608,16.6,0.3
-90.2608,16.65,0.3
-90.2608,16.7,0.3
-90.2608,16.75,0.3
-90.2608,16.8,0.3
-90.2608,16.85,0.3
-90.2608,16.9,0.4
-90.2608,16.95,0.6
-90.2608,17,0.6
-90.2608,17.05,0.6
-90.2608,17.1,0.6
-90.2608,17.15,0.6
-90.2608,17.2,0.7
-90.2608,17.25,0.9
-90.2608,17.3,1
-90.2608,17.35,1
-90.2608,17.4,0.2
-90.2608,17.45,0.2
-90.2608,17.5,1
-90.2608,17.55,0.5
-90.2608,17.6,0.5
-90.2608,17.65,0.5
-90.2608,17.7,0.5
-90.2608,17.75,0.5
-90.2608,17.8,0.4
-90.2608,17.85,0.4
-90.2108,13.75,0
-90.2108,13.8,0
-90.2108,13.85,0
-90.2108,13.9,0
-90.2108,13.95,0
-90.2108,14,0
-90.2108,14.05,0
-90.2108,14.1,0
-90.2108,14.15,0
-90.2108,14.2,0
-90.2108,14.25,0
-90.2108,14.3,0
-90.2108,14.35,0
-90.2108,14.4,0
-90.2108,14.45,0.1
-90.2108,14.5,0.1
-90.2108,14.55,0.2
-90.2108,14.6,0.3
-90.2108,14.65,0.9
-90.2108,14.7,0.3
-90.2108,14.75,0.6
-90.2108,14.8,0.6
-90.2108,14.85,0.5
-90.2108,14.9,0
-90.2108,14.95,0.4
-90.2108,15,0.4
-90.2108,15.05,0.3
-90.2108,15.1,0.3
-90.2108,15.15,0
-90.2108,15.2,0
-90.2108,15.25,0
-90.2108,15.3,0.9
-90.2108,15.35,0.9
-90.2108,15.4,0.7
-90.2108,15.45,0.5
-90.2108,15.5,0.3
-90.2108,15.55,0.1
-90.2108,15.6,0.4
-90.2108,15.65,0.7
-90.2108,15.7,0.5
-90.2108,15.75,0
-90.2108,15.8,0
-90.2108,15.85,0
-90.2108,15.9,0
-90.2108,15.95,0
-90.2108,16,0
-90.2108,16.05,1
-90.2108,16.1,1
-90.2108,16.15,1
-90.2108,16.2,1
-90.2108,16.25,1
-90.2108,16.3,1
-90.2108,16.35,1
-90.2108,16.4,1
-90.2108,16.45,1
-90.2108,16.5,0.3
-90.2108,16.55,0.3
-90.2108,16.6,0.4
-90.2108,16.65,0.4
-90.2108,16.7,0.2
-90.2108,16.75,0.3
-90.2108,16.8,0.3
-90.2108,16.85,0.3
